Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,KMeans_Cluster,DBSCAN_Cluster,Persona
14999.0,228,1,129.48000000000002,1,1,1,111,Lost Customers,0,0,VIP Customers
15001.0,30,2,199.11,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
15002.0,3,6,3127.9700000000003,5,4,5,545,Champions,1,0,Loyal Customers
15003.0,109,7,1022.03,2,4,4,244,At Risk,1,0,Loyal Customers
15005.0,2,42,7474.86,5,5,5,555,Champions,3,0,Churn Risk
15006.0,89,1,277.4,2,1,2,212,Lost Customers,1,0,Loyal Customers
15008.0,116,2,360.0,2,2,2,222,Lost Customers,1,0,Loyal Customers
15011.0,31,2,416.6,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
15012.0,9,2,429.78,5,2,2,522,Potential Loyalists,1,0,Loyal Customers
15013.0,123,10,1610.82,2,5,4,254,At Risk,1,0,Loyal Customers
15015.0,137,20,2265.77,2,5,5,255,At Risk,1,0,Loyal Customers
15016.0,29,5,442.85,4,4,2,442,Loyal Customers,1,0,Loyal Customers
15018.0,3,1,111.25,5,1,1,511,New Customers,1,0,Loyal Customers
15020.0,15,1,198.47,4,1,1,411,Promising Customers,1,0,Loyal Customers
15021.0,2,7,775.21,5,4,3,543,Loyal Customers,1,0,Loyal Customers
15022.0,313,1,281.05,1,1,2,112,Lost Customers,0,0,VIP Customers
15023.0,5,12,5248.75,5,5,5,555,Champions,1,0,Loyal Customers
15024.0,3,8,2414.18,5,5,5,555,Champions,1,0,Loyal Customers
15025.0,204,1,617.83,1,1,3,113,Lost Customers,0,0,VIP Customers
15026.0,11,2,579.89,5,2,3,523,Potential Loyalists,1,0,Loyal Customers
15027.0,16,7,1922.09,4,4,4,444,Champions,1,0,Loyal Customers
15028.0,4,3,521.78,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
15029.0,254,2,362.15,1,2,2,122,Lost Customers,0,0,VIP Customers
15030.0,16,7,1446.38,4,4,4,444,Champions,1,0,Loyal Customers
15031.0,30,12,2150.54,4,5,5,455,Champions,1,0,Loyal Customers
15032.0,2,7,8821.55,5,4,5,545,Champions,1,0,Loyal Customers
15034.0,22,6,3957.04,4,4,5,445,Champions,1,0,Loyal Customers
15037.0,12,2,397.76,5,2,2,522,Potential Loyalists,1,0,Loyal Customers
15038.0,5,4,579.67,5,4,3,543,Loyal Customers,1,0,Loyal Customers
15039.0,4,56,19799.86,5,5,5,555,Champions,3,0,Churn Risk
15040.0,177,1,7.49,1,1,1,111,Lost Customers,0,0,VIP Customers
15041.0,80,1,109.47,2,1,1,211,Lost Customers,1,0,Loyal Customers
15042.0,231,1,179.52,1,1,1,111,Lost Customers,0,0,VIP Customers
15043.0,99,5,2333.32,2,4,5,245,At Risk,1,0,Loyal Customers
15044.0,15,25,8097.47,4,5,5,455,Champions,1,0,Loyal Customers
15046.0,59,12,2454.12,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15048.0,4,1,98.7,5,1,1,511,New Customers,1,0,Loyal Customers
15050.0,57,2,2349.5,3,2,5,325,Promising Customers,1,0,Loyal Customers
15051.0,15,7,2528.55,4,4,5,445,Champions,1,0,Loyal Customers
15055.0,110,3,549.12,2,3,3,233,At Risk,1,0,Loyal Customers
15056.0,156,1,113.65,2,1,1,211,Lost Customers,0,0,VIP Customers
15057.0,79,4,1695.06,2,4,4,244,At Risk,1,0,Loyal Customers
15058.0,12,6,1252.19,5,4,4,544,Champions,1,0,Loyal Customers
15059.0,12,16,2069.43,5,5,4,554,Champions,1,0,Loyal Customers
15061.0,3,90,82162.74,5,5,5,555,Champions,3,-1,Churn Risk
15062.0,59,4,1597.76,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15064.0,46,4,1254.41,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15065.0,46,1,168.73,3,1,1,311,Promising Customers,1,0,Loyal Customers
15067.0,49,3,2105.37,3,3,5,335,Lost Customers,1,0,Loyal Customers
15068.0,54,2,621.54,3,2,3,323,Promising Customers,1,0,Loyal Customers
15070.0,8,3,737.0500000000001,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
15071.0,22,2,473.49,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
15072.0,115,1,187.52,2,1,1,211,Lost Customers,1,0,Loyal Customers
15073.0,36,5,1744.61,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15074.0,65,2,817.46,3,2,3,323,Promising Customers,1,0,Loyal Customers
15076.0,128,4,544.99,2,4,3,243,At Risk,1,0,Loyal Customers
15077.0,92,4,2423.88,2,4,5,245,At Risk,1,0,Loyal Customers
15078.0,4,28,7953.17,5,5,5,555,Champions,1,0,Loyal Customers
15079.0,1,13,2793.09,5,5,5,555,Champions,1,0,Loyal Customers
15080.0,63,2,546.25,3,2,3,323,Promising Customers,1,0,Loyal Customers
15081.0,3,8,1460.92,5,5,4,554,Champions,1,0,Loyal Customers
15082.0,304,1,93.35,1,1,1,111,Lost Customers,0,0,VIP Customers
15084.0,15,2,965.2,4,2,4,424,Potential Loyalists,1,0,Loyal Customers
15085.0,365,1,347.54,1,1,2,112,Lost Customers,0,0,VIP Customers
15086.0,200,2,218.53,1,2,1,121,Lost Customers,0,0,VIP Customers
15091.0,107,4,546.15,2,4,3,243,At Risk,1,0,Loyal Customers
15092.0,84,2,315.35,2,2,2,222,Lost Customers,1,0,Loyal Customers
15093.0,8,26,9247.74,5,5,5,555,Champions,1,0,Loyal Customers
15094.0,99,2,83.0,2,2,1,221,Lost Customers,1,0,Loyal Customers
15095.0,56,6,1771.04,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15097.0,219,4,338.97,1,4,2,142,At Risk,0,0,VIP Customers
15100.0,2,11,1684.4,5,5,4,554,Champions,1,0,Loyal Customers
15101.0,71,8,993.46,2,5,4,254,At Risk,1,0,Loyal Customers
15102.0,166,2,554.67,2,2,3,223,Lost Customers,0,0,VIP Customers
15105.0,66,2,795.98,3,2,3,323,Promising Customers,1,0,Loyal Customers
15107.0,8,5,608.6,5,4,3,543,Loyal Customers,1,0,Loyal Customers
15109.0,215,2,498.15,1,2,3,123,Lost Customers,0,0,VIP Customers
15110.0,39,2,509.75,3,2,3,323,Promising Customers,1,0,Loyal Customers
15111.0,8,3,1163.39,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
15112.0,247,1,209.4,1,1,1,111,Lost Customers,0,0,VIP Customers
15114.0,19,2,639.56,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15115.0,353,2,187.99,1,2,1,121,Lost Customers,0,0,VIP Customers
15117.0,84,3,934.19,2,3,3,233,At Risk,1,0,Loyal Customers
15122.0,58,10,2839.09,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15123.0,57,3,2456.86,3,3,5,335,Lost Customers,1,0,Loyal Customers
15124.0,112,2,266.63,2,2,2,222,Lost Customers,1,0,Loyal Customers
15125.0,115,13,5007.28,2,5,5,255,At Risk,1,0,Loyal Customers
15126.0,172,2,449.49,1,2,2,122,Lost Customers,0,0,VIP Customers
15127.0,155,1,304.97,2,1,2,212,Lost Customers,0,0,VIP Customers
15128.0,66,1,312.68,3,1,2,312,Promising Customers,1,0,Loyal Customers
15129.0,21,12,3412.78,4,5,5,455,Champions,1,0,Loyal Customers
15131.0,30,1,80.28,4,1,1,411,Promising Customers,1,0,Loyal Customers
15133.0,18,2,824.48,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15134.0,17,2,208.3,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
15135.0,192,1,166.63,1,1,1,111,Lost Customers,0,0,VIP Customers
15137.0,156,5,747.55,2,4,3,243,At Risk,0,0,VIP Customers
15138.0,21,2,486.59,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
15140.0,78,1,889.44,2,1,3,213,Lost Customers,1,0,Loyal Customers
15141.0,93,9,1378.31,2,5,4,254,At Risk,1,0,Loyal Customers
15142.0,46,6,2110.23,3,4,5,345,Loyal Customers,1,0,Loyal Customers
15143.0,68,1,304.18,2,1,2,212,Lost Customers,1,0,Loyal Customers
15144.0,15,15,5476.47,4,5,5,455,Champions,1,0,Loyal Customers
15149.0,212,4,1033.81,1,4,4,144,At Risk,0,0,VIP Customers
15150.0,92,3,3686.61,2,3,5,235,At Risk,1,0,Loyal Customers
15151.0,59,2,2085.61,3,2,4,324,Promising Customers,1,0,Loyal Customers
15152.0,331,2,513.73,1,2,3,123,Lost Customers,0,0,VIP Customers
15154.0,114,2,1089.44,2,2,4,224,Cannot Lose Them,1,0,Loyal Customers
15155.0,19,1,383.97,4,1,2,412,Promising Customers,1,0,Loyal Customers
15157.0,205,2,718.04,1,2,3,123,Lost Customers,0,0,VIP Customers
15158.0,36,2,36.25999999999999,3,2,1,321,Promising Customers,1,0,Loyal Customers
15159.0,31,4,3475.7200000000003,4,4,5,445,Champions,1,0,Loyal Customers
15160.0,10,3,431.11,5,3,2,532,Potential Loyalists,1,0,Loyal Customers
15161.0,24,1,119.92,4,1,1,411,Promising Customers,1,0,Loyal Customers
15162.0,364,2,241.5,1,2,1,121,Lost Customers,0,0,VIP Customers
15164.0,16,7,1186.63,4,4,4,444,Champions,1,0,Loyal Customers
15165.0,9,1,487.75,5,1,2,512,New Customers,1,0,Loyal Customers
15166.0,103,1,167.16,2,1,1,211,Lost Customers,1,0,Loyal Customers
15167.0,43,4,1468.82,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15169.0,18,2,569.22,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15170.0,42,1,81.15,3,1,1,311,Promising Customers,1,0,Loyal Customers
15173.0,16,8,1399.26,4,5,4,454,Champions,1,0,Loyal Customers
15174.0,46,1,345.71,3,1,2,312,Promising Customers,1,0,Loyal Customers
15176.0,232,2,985.09,1,2,4,124,Cannot Lose Them,0,0,VIP Customers
15177.0,61,1,948.93,3,1,3,313,Promising Customers,1,0,Loyal Customers
15179.0,28,10,5240.62,4,5,5,455,Champions,1,0,Loyal Customers
15180.0,3,3,816.9300000000001,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
15181.0,1,4,268.17,5,4,2,542,Loyal Customers,1,0,Loyal Customers
15182.0,16,12,2319.902,4,5,5,455,Champions,1,0,Loyal Customers
15183.0,183,4,637.03,1,4,3,143,At Risk,0,0,VIP Customers
15184.0,23,2,283.19,4,2,2,422,Potential Loyalists,1,0,Loyal Customers
15186.0,110,3,991.79,2,3,4,234,At Risk,1,0,Loyal Customers
15188.0,361,1,310.43,1,1,2,112,Lost Customers,0,0,VIP Customers
15189.0,17,5,1298.99,4,4,4,444,Champions,1,0,Loyal Customers
15190.0,70,1,834.4399999999999,2,1,3,213,Lost Customers,1,0,Loyal Customers
15191.0,99,3,588.05,2,3,3,233,At Risk,1,0,Loyal Customers
15192.0,1,3,937.07,5,3,3,533,Potential Loyalists,1,0,Loyal Customers
15194.0,4,18,4666.51,5,5,5,555,Champions,1,0,Loyal Customers
15196.0,68,2,313.7,2,2,2,222,Lost Customers,1,0,Loyal Customers
15197.0,24,5,771.4,4,4,3,443,Loyal Customers,1,0,Loyal Customers
15198.0,43,4,365.81,3,4,2,342,Loyal Customers,1,0,Loyal Customers
15199.0,10,6,1853.7,5,4,4,544,Champions,1,0,Loyal Customers
15200.0,130,1,549.05,2,1,3,213,Lost Customers,1,0,Loyal Customers
15201.0,72,3,598.0600000000001,2,3,3,233,At Risk,1,0,Loyal Customers
15203.0,26,9,2572.38,4,5,5,455,Champions,1,0,Loyal Customers
15207.0,45,5,653.77,3,4,3,343,Loyal Customers,1,0,Loyal Customers
15208.0,59,1,100.4,3,1,1,311,Promising Customers,1,0,Loyal Customers
15209.0,366,1,178.98000000000002,1,1,1,111,Lost Customers,0,0,VIP Customers
15210.0,14,2,845.01,5,2,3,523,Potential Loyalists,1,0,Loyal Customers
15211.0,1,1,383.07,5,1,2,512,New Customers,1,0,Loyal Customers
15212.0,12,1,106.48,5,1,1,511,New Customers,1,0,Loyal Customers
15215.0,29,5,880.47,4,4,3,443,Loyal Customers,1,0,Loyal Customers
15216.0,254,1,389.49,1,1,2,112,Lost Customers,0,0,VIP Customers
15217.0,199,1,426.24,1,1,2,112,Lost Customers,0,0,VIP Customers
15218.0,25,14,5651.37,4,5,5,455,Champions,1,0,Loyal Customers
15219.0,284,1,379.7,1,1,2,112,Lost Customers,0,0,VIP Customers
15221.0,2,7,1702.0,5,4,4,544,Champions,1,0,Loyal Customers
15222.0,108,16,2830.66,2,5,5,255,At Risk,1,0,Loyal Customers
15223.0,245,3,662.2,1,3,3,133,At Risk,0,0,VIP Customers
15224.0,148,5,526.78,2,4,3,243,At Risk,0,0,VIP Customers
15227.0,32,4,1269.09,4,4,4,444,Champions,1,0,Loyal Customers
15228.0,64,2,2193.56,3,2,5,325,Promising Customers,1,0,Loyal Customers
15229.0,222,1,160.5,1,1,1,111,Lost Customers,0,0,VIP Customers
15231.0,232,2,228.36,1,2,1,121,Lost Customers,0,0,VIP Customers
15233.0,37,1,59.400000000000006,3,1,1,311,Promising Customers,1,0,Loyal Customers
15235.0,5,6,690.3000000000001,5,4,3,543,Loyal Customers,1,0,Loyal Customers
15240.0,7,14,2629.43,5,5,5,555,Champions,1,0,Loyal Customers
15241.0,66,3,1293.72,3,3,4,334,Lost Customers,1,0,Loyal Customers
15242.0,58,1,302.04,3,1,2,312,Promising Customers,1,0,Loyal Customers
15243.0,71,1,610.6,2,1,3,213,Lost Customers,1,0,Loyal Customers
15244.0,296,2,218.61,1,2,1,121,Lost Customers,0,0,VIP Customers
15245.0,38,5,2095.0,3,4,5,345,Loyal Customers,1,0,Loyal Customers
15246.0,191,1,266.25,1,1,2,112,Lost Customers,0,0,VIP Customers
15247.0,100,3,611.11,2,3,3,233,At Risk,1,0,Loyal Customers
15248.0,47,4,1865.03,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15249.0,66,6,2489.79,3,4,5,345,Loyal Customers,1,0,Loyal Customers
15250.0,276,1,60.0,1,1,1,111,Lost Customers,0,0,VIP Customers
15251.0,50,16,9768.49,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15252.0,53,5,1312.28,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15253.0,35,6,1117.99,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15254.0,182,3,773.04,1,3,3,133,At Risk,0,0,VIP Customers
15255.0,32,10,2756.52,4,5,5,455,Champions,1,0,Loyal Customers
15256.0,197,1,71.95,1,1,1,111,Lost Customers,0,0,VIP Customers
15257.0,50,1,368.75,3,1,2,312,Promising Customers,1,0,Loyal Customers
15259.0,148,4,1182.38,2,4,4,244,At Risk,0,0,VIP Customers
15260.0,8,24,7317.61,5,5,5,555,Champions,1,0,Loyal Customers
15261.0,17,3,1253.18,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
15262.0,16,2,239.87,4,2,1,421,Potential Loyalists,1,0,Loyal Customers
15264.0,115,2,450.46,2,2,2,222,Lost Customers,1,0,Loyal Customers
15265.0,240,2,1839.52,1,2,4,124,Cannot Lose Them,0,0,VIP Customers
15266.0,15,5,722.4,4,4,3,443,Loyal Customers,1,0,Loyal Customers
15268.0,114,4,941.25,2,4,3,243,At Risk,1,0,Loyal Customers
15269.0,16,2,816.56,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15270.0,24,22,4942.99,4,5,5,455,Champions,1,0,Loyal Customers
15271.0,1,11,2097.95,5,5,5,555,Champions,1,0,Loyal Customers
15272.0,86,4,1309.01,2,4,4,244,At Risk,1,0,Loyal Customers
15273.0,235,1,228.96,1,1,1,111,Lost Customers,0,0,VIP Customers
15276.0,30,4,472.67,4,4,2,442,Loyal Customers,1,0,Loyal Customers
15277.0,61,1,220.44,3,1,1,311,Promising Customers,1,0,Loyal Customers
15278.0,197,4,496.16,1,4,3,143,At Risk,0,0,VIP Customers
15279.0,1,6,1264.33,5,4,4,544,Champions,1,0,Loyal Customers
15280.0,124,2,284.4,2,2,2,222,Lost Customers,1,0,Loyal Customers
15281.0,14,10,6077.67,5,5,5,555,Champions,1,0,Loyal Customers
15282.0,206,1,348.59,1,1,2,112,Lost Customers,0,0,VIP Customers
15283.0,26,4,135.43,4,4,1,441,Loyal Customers,1,0,Loyal Customers
15284.0,136,1,24.75,2,1,1,211,Lost Customers,1,0,Loyal Customers
15285.0,43,1,94.92,3,1,1,311,Promising Customers,1,0,Loyal Customers
15287.0,15,3,369.34,4,3,2,432,Potential Loyalists,1,0,Loyal Customers
15288.0,1,6,1574.51,5,4,4,544,Champions,1,0,Loyal Customers
15289.0,57,3,635.61,3,3,3,333,Lost Customers,1,0,Loyal Customers
15290.0,29,9,2551.81,4,5,5,455,Champions,1,0,Loyal Customers
15291.0,9,34,8854.73,5,5,5,555,Champions,1,0,Loyal Customers
15293.0,301,1,247.5,1,1,2,112,Lost Customers,0,0,VIP Customers
15294.0,36,2,222.3,3,2,1,321,Promising Customers,1,0,Loyal Customers
15295.0,290,1,207.04,1,1,1,111,Lost Customers,0,0,VIP Customers
15296.0,49,10,6593.82,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15298.0,2,16,4581.93,5,5,5,555,Champions,1,0,Loyal Customers
15299.0,8,7,3456.53,5,4,5,545,Champions,1,0,Loyal Customers
15301.0,4,6,2533.09,5,4,5,545,Champions,1,0,Loyal Customers
15302.0,358,2,291.05,1,2,2,122,Lost Customers,0,0,VIP Customers
15303.0,201,3,604.76,1,3,3,133,At Risk,0,0,VIP Customers
15304.0,4,2,225.15,5,2,1,521,Potential Loyalists,1,0,Loyal Customers
15305.0,191,1,93.6,1,1,1,111,Lost Customers,0,0,VIP Customers
15306.0,136,7,2306.63,2,4,5,245,At Risk,1,0,Loyal Customers
15309.0,246,10,715.53,1,5,3,153,At Risk,0,0,VIP Customers
15310.0,114,1,1634.64,2,1,4,214,Cannot Lose Them,1,0,Loyal Customers
15311.0,1,158,54033.21,5,5,5,555,Champions,3,-1,Churn Risk
15312.0,19,9,1995.39,4,5,4,454,Champions,1,0,Loyal Customers
15314.0,32,3,472.68,4,3,2,432,Potential Loyalists,1,0,Loyal Customers
15317.0,313,2,112.05,1,2,1,121,Lost Customers,0,0,VIP Customers
15321.0,53,14,3909.92,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15322.0,112,1,711.18,2,1,3,213,Lost Customers,1,0,Loyal Customers
15323.0,169,4,320.9,2,4,2,242,At Risk,0,0,VIP Customers
15324.0,337,1,140.22000000000003,1,1,1,111,Lost Customers,0,0,VIP Customers
15325.0,31,8,1434.52,4,5,4,454,Champions,1,0,Loyal Customers
15326.0,232,9,1218.11,1,5,4,154,At Risk,0,0,VIP Customers
15328.0,43,1,107.24,3,1,1,311,Promising Customers,1,0,Loyal Customers
15329.0,1,16,1711.98,5,5,4,554,Champions,1,0,Loyal Customers
15331.0,135,4,755.41,2,4,3,243,At Risk,1,0,Loyal Customers
15332.0,2,6,4892.68,5,4,5,545,Champions,1,0,Loyal Customers
15336.0,37,1,240.5,3,1,1,311,Promising Customers,1,0,Loyal Customers
15337.0,38,2,344.72,3,2,2,322,Promising Customers,1,0,Loyal Customers
15338.0,313,1,277.93,1,1,2,112,Lost Customers,0,0,VIP Customers
15339.0,57,8,1069.7,3,5,4,354,Loyal Customers,1,0,Loyal Customers
15340.0,197,1,105.5,1,1,1,111,Lost Customers,0,0,VIP Customers
15341.0,85,2,380.5,2,2,2,222,Lost Customers,1,0,Loyal Customers
15346.0,53,3,339.23,3,3,2,332,Lost Customers,1,0,Loyal Customers
15347.0,2,6,1132.3,5,4,4,544,Champions,1,0,Loyal Customers
15350.0,9,2,547.6,5,2,3,523,Potential Loyalists,1,0,Loyal Customers
15351.0,5,7,1745.09,5,4,4,544,Champions,1,0,Loyal Customers
15352.0,184,1,111.15,1,1,1,111,Lost Customers,0,0,VIP Customers
15353.0,3,7,2314.1,5,4,5,545,Champions,1,0,Loyal Customers
15356.0,4,4,664.66,5,4,3,543,Loyal Customers,1,0,Loyal Customers
15358.0,1,28,8602.55,5,5,5,555,Champions,1,0,Loyal Customers
15359.0,190,9,162.6,1,5,1,151,At Risk,0,0,VIP Customers
15361.0,162,3,270.15000000000003,2,3,2,232,At Risk,0,0,VIP Customers
15362.0,84,2,613.08,2,2,3,223,Lost Customers,1,0,Loyal Customers
15363.0,8,2,678.11,5,2,3,523,Potential Loyalists,1,0,Loyal Customers
15365.0,39,6,2242.81,3,4,5,345,Loyal Customers,1,0,Loyal Customers
15366.0,45,5,1786.57,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15367.0,54,8,3138.04,3,5,5,355,Loyal Customers,1,0,Loyal Customers
15368.0,30,1,275.8,4,1,2,412,Promising Customers,1,0,Loyal Customers
15369.0,10,12,3305.88,5,5,5,555,Champions,1,0,Loyal Customers
15370.0,46,1,1352.96,3,1,4,314,Promising Customers,1,0,Loyal Customers
15371.0,298,1,59.400000000000006,1,1,1,111,Lost Customers,0,0,VIP Customers
15372.0,86,9,3947.02,2,5,5,255,At Risk,1,0,Loyal Customers
15373.0,7,6,1002.93,5,4,4,544,Champions,1,0,Loyal Customers
15374.0,260,1,139.32,1,1,1,111,Lost Customers,0,0,VIP Customers
15375.0,326,1,60.96,1,1,1,111,Lost Customers,0,0,VIP Customers
15377.0,18,5,1179.95,4,4,4,444,Champions,1,0,Loyal Customers
15378.0,98,2,246.5,2,2,2,222,Lost Customers,1,0,Loyal Customers
15379.0,36,1,1174.55,3,1,4,314,Promising Customers,1,0,Loyal Customers
15380.0,1,8,1739.84,5,5,4,554,Champions,1,0,Loyal Customers
15381.0,59,4,1290.77,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15382.0,10,12,7718.64,5,5,5,555,Champions,1,0,Loyal Customers
15384.0,8,3,1378.73,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
15385.0,28,2,625.2,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15387.0,128,1,468.65,2,1,2,212,Lost Customers,1,0,Loyal Customers
15389.0,36,4,2233.8,3,4,5,345,Loyal Customers,1,0,Loyal Customers
15390.0,32,2,1216.66,4,2,4,424,Potential Loyalists,1,0,Loyal Customers
15391.0,206,2,282.92,1,2,2,122,Lost Customers,0,0,VIP Customers
15392.0,10,3,1376.09,5,3,4,534,Potential Loyalists,1,0,Loyal Customers
15393.0,203,3,659.48,1,3,3,133,At Risk,0,0,VIP Customers
15394.0,31,9,3067.86,4,5,5,455,Champions,1,0,Loyal Customers
15396.0,219,1,508.2000000000001,1,1,3,113,Lost Customers,0,0,VIP Customers
15400.0,56,3,586.1,3,3,3,333,Lost Customers,1,0,Loyal Customers
15401.0,88,2,216.95,2,2,1,221,Lost Customers,1,0,Loyal Customers
15402.0,23,5,1189.87,4,4,4,444,Champions,1,0,Loyal Customers
15403.0,127,2,170.88,2,2,1,221,Lost Customers,1,0,Loyal Customers
15404.0,11,1,257.06,5,1,2,512,New Customers,1,0,Loyal Customers
15405.0,212,1,310.74,1,1,2,112,Lost Customers,0,0,VIP Customers
15406.0,89,2,465.16,2,2,2,222,Lost Customers,1,0,Loyal Customers
15409.0,337,2,117.2,1,2,1,121,Lost Customers,0,0,VIP Customers
15410.0,204,2,1234.88,1,2,4,124,Cannot Lose Them,0,0,VIP Customers
15416.0,114,4,580.28,2,4,3,243,At Risk,1,0,Loyal Customers
15418.0,61,2,449.42,3,2,2,322,Promising Customers,1,0,Loyal Customers
15420.0,70,6,743.0,2,4,3,243,At Risk,1,0,Loyal Customers
15421.0,21,6,2854.98,4,4,5,445,Champions,1,0,Loyal Customers
15422.0,15,6,1517.32,4,4,4,444,Champions,1,0,Loyal Customers
15423.0,217,3,175.64,1,3,1,131,At Risk,0,0,VIP Customers
15424.0,99,1,214.44,2,1,1,211,Lost Customers,1,0,Loyal Customers
15425.0,36,4,1941.12,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15426.0,4,6,1129.9,5,4,4,544,Champions,1,0,Loyal Customers
15428.0,23,3,668.97,4,3,3,433,Potential Loyalists,1,0,Loyal Customers
15430.0,103,3,903.75,2,3,3,233,At Risk,1,0,Loyal Customers
15431.0,138,1,153.24,2,1,1,211,Lost Customers,0,0,VIP Customers
15432.0,163,3,130.07,2,3,1,231,At Risk,0,0,VIP Customers
15434.0,10,7,1519.63,5,4,4,544,Champions,1,0,Loyal Customers
15437.0,276,1,193.29,1,1,1,111,Lost Customers,0,0,VIP Customers
15439.0,40,4,1269.05,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15441.0,32,3,1254.21,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
15443.0,110,8,1865.6,2,5,4,254,At Risk,1,0,Loyal Customers
15445.0,226,1,171.0,1,1,1,111,Lost Customers,0,0,VIP Customers
15446.0,12,5,391.65,5,4,2,542,Loyal Customers,1,0,Loyal Customers
15447.0,163,5,329.76,2,4,2,242,At Risk,0,0,VIP Customers
15448.0,310,1,294.17,1,1,2,112,Lost Customers,0,0,VIP Customers
15451.0,70,2,226.86,2,2,1,221,Lost Customers,1,0,Loyal Customers
15452.0,26,3,1256.63,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
15454.0,254,1,126.89,1,1,1,111,Lost Customers,0,0,VIP Customers
15455.0,233,1,38.25,1,1,1,111,Lost Customers,0,0,VIP Customers
15456.0,39,7,1656.93,3,4,4,344,Loyal Customers,1,0,Loyal Customers
15458.0,38,1,208.8,3,1,1,311,Promising Customers,1,0,Loyal Customers
15459.0,53,2,202.83,3,2,1,321,Promising Customers,1,0,Loyal Customers
15461.0,96,3,391.3,2,3,2,232,At Risk,1,0,Loyal Customers
15462.0,81,1,502.45,2,1,3,213,Lost Customers,1,0,Loyal Customers
15465.0,5,16,5261.63,5,5,5,555,Champions,1,0,Loyal Customers
15466.0,25,3,1225.93,4,3,4,434,Potential Loyalists,1,0,Loyal Customers
15468.0,21,2,949.02,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15469.0,63,2,329.90000000000003,3,2,2,322,Promising Customers,1,0,Loyal Customers
15470.0,211,1,63.42,1,1,1,111,Lost Customers,0,0,VIP Customers
15471.0,16,2,837.53,4,2,3,423,Potential Loyalists,1,0,Loyal Customers
15473.0,80,1,274.8,2,1,2,212,Lost Customers,1,0,Loyal Customers
15474.0,231,1,150.35,1,1,1,111,Lost Customers,0,0,VIP Customers
15476.0,16,5,2180.28,4,4,5,445,Champions,1,0,Loyal Customers
15477.0,285,1,368.4,1,1,2,112,Lost Customers,0,0,VIP Customers
15478.0,211,1,583.56,1,1,3,113,Lost Customers,0,0,VIP Customers
15479.0,369,1,147.4,1,1,1,111,Lost Customers,0,0,VIP Customers
15480.0,101,6,2686.75,2,4,5,245,At Risk,1,0,Loyal Customers
15481.0,37,1,1993.34,3,1,4,314,Promising Customers,1,0,Loyal Customers
15482.0,22,8,1539.1099999999997,4,5,4,454,Champions,1,0,Loyal Customers
15483.0,21,6,592.56,4,4,3,443,Loyal Customers,1,0,Loyal Customers
15484.0,176,2,1061.69,1,2,4,124,Cannot Lose Them,0,0,VIP Customers
15485.0,9,6,3039.01,5,4,5,545,Champions,1,0,Loyal Customers
15486.0,163,1,102.0,2,1,1,211,Lost Customers,0,0,VIP Customers
15487.0,315,1,231.32,1,1,1,111,Lost Customers,0,0,VIP Customers
15488.0,92,4,340.6,2,4,2,242,At Risk,1,0,Loyal Customers
15489.0,36,8,1237.3300000000002,3,5,4,354,Loyal Customers,1,0,Loyal Customers
15490.0,66,2,181.35,3,2,1,321,Promising Customers,1,0,Loyal Customers
15493.0,25,4,2168.27,4,4,5,445,Champions,1,0,Loyal Customers
15494.0,114,4,2412.92,2,4,5,245,At Risk,1,0,Loyal Customers
